G.Id,Grievance Description,Department,Line Department,Service Name,Grievance Name,Grievance SubCategory1,Grievance SubCategory2,Service Type,District,Taluk,GP/Village/Hobli,Created Date,Status,Days Left Before Escalation,Days Pending Beyond Deadline,Officer Role,Pending with / Closed By,Grievance Source,call recording link ,Unnamed: 20
233107,"CITIZEN SAYS THAT THEY ARE FACING DRAINAGE ISSUE FROM PAST 1 YEAR, THAT THE DRAINAGE SYSTEM IS NOT MAINTENANCE PROPERLY AND NOT CLEANED REGULARLY BECAUSE OF THIS CITIZENS ARE FACING MANY HEALTH ISSUES BY MOSQUITO BITES AND OTHER ISSUES. CITIZEN ALSO VISITED THE DEPARTMENT BUT DIDN'T GET ANY PROPER  RESPONSE. SO BASED ON CITIZEN REQUEST KINDLY TAKE THE PROPER ACTION AND PROVIDE THE SOLUTION",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage Cleaning is not happening regularly,Non Sakala,DAVANGERE,Honnali,RAMPUR / Bullapura,30/03/2025 01:51 PM,Resolved (Feedback Taken),,,L2,Executive Officer-ZP -EO-HONNALI,iPGRS-Call Center ,https://drive.google.com/file/d/135U0-xVduNPelEF5CJxWGalPXW6KWmUs/view?usp=sharing,
233037,"The resident claims that his village's Jal Jeevaan tap connection has been finished for the last 5 months and there is no drinking water facility in his village , which is causing problems for the residents. The citizen visited the concerned department, but they did not provide a suitable response.Please take the necessary action .
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,VIJAYAPURA,Sindgi,,29/03/2025 04:17 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-VIJAYAPURA,iPGRS-Call Center ,https://drive.google.com/file/d/199g_CVkgXtQTtj7eDIrSSYtpHXfJauCN/view?usp=sharing,
232976,"CITIZEN CALLED TO COMPLAIN ON, NO PROPER DRAINAGE SYSTEM FROM PAST 5 YEARS, AND WHEN RAIN COMES IT CAUSES HUGE LOSS AND PROBLEMS TO THE LOCALITY, CITIZEN ALSO VISITED THE DEPARTMENT AND PROVIDED THE LETTER BUT NO RESPONSE. SO BASED ON CITIZEN REQUEST PLEASE TAKE THE NECESSARY ACTION AND PROVIDE THE SOLUTION",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,MANDYA,Mandya,CHANDAGALU (DUDDA) / Bilaguli,29/03/2025 10:56 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-MANDYA,iPGRS-Call Center ,,
232966,"The citizen claims that although the work on the Jal Jeevan Mission Tap Connection in his village is finished, drinking water has not been available in the tops from past for two years. As a result, the citizen has visited the relevant department, but they have not responded appropriately. As a result, the citizen has requested that you take the necessary action.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,KALABURAGI,KAMALAPUR,DONGARGAON / Kalmandergi,29/03/2025 09:45 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-KALABURAGI,iPGRS-Call Center ,https://drive.google.com/file/d/1DS3dJPaJ6fAAmKM3IMIO5thsxwVQfjtM/view?usp=sharing,
232861,"The citizen claims that he is having problems with roads in his neighbourhood because the road construction is not finished from past 4 month .due to this issues citizen are facing problem and also students and old age people  are facing problem  As a result, the citizen has asked that these issues be resolved. ",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Slow progress of road work,,Non Sakala,KALABURAGI,Afzalpur,UDCHANA / Shivoor,28/03/2025 05:19 PM,Resolved (Feedback Taken),,,LMF,Assitance Executive Engineer-PRED-AFZALPUR,iPGRS-Call Center ,https://drive.google.com/file/d/1clU-tkJpWujlmJ80bAXNk2571yUjYeu_/view?usp=sharing,
232799,ಕಲಬುರ್ಗಿ ಜಿಲ್ಲೆಯ ಚಿತ್ತಾಪುರ ತಾಲೂಕಿನ ಕಮರವಾಡಿ ಗ್ರಾಮಪಂಚಾಯತ್ ಸೂಲಹಳ್ಳಿ ಗ್ರಾಮದ ಜಲ ಜೀವನ ಮೆಷಿನ್ ಕುಡಿಯುವ ನೀರು ಕಾಮಗಾರಿ ಕಲಪೆ ಗುಣಮಟ್ಟದ ಕಾಮಗಾರಿ ಆಗಿರುತ್ತದೆ.ಗುಣಮಟ್ಟದ ಸಾಮಾಗ್ರಿಗಳು ಬಳಸದಿರುವುದುದಿಲ್ಲ ಎಂಬುದರಲ್ಲಿ ಎರಡು ಮಾತಿಲ್ಲ ಎಂದು ಗ್ರಾಮಸ್ಥರು ತಿಳಿಸಿದ್ದಾರೆ.ಸೂಮಾರು ಸಲ ಕಾಮಗಾರಿ ಪರಿಶೀಲನೆ ಮಾಡಿ ಎಂದು ಗ್ರಾಮಸ್ಥರು ಸುಮಾರು ಸಲ ಅಧಿಕಾರಿಗಳ ಗಮನಕ್ಕೆ ತಂದಿದ್ದರು ಅಧಿಕಾರಿಗಳು ಗ್ರಾಮಸ್ಥರಿಗೆ ಪರಿಹರಿಸುವ ಭರವಸೆ ನೀಡಿದರು ಎಂದು ಗ್ರಾಮಸ್ಥರು ತಿಳಿಸಿದ್ದಾರೆ.ಆದರೆ ಕಾಮಗಾರಿ ಕಲಪೆ ಗುಣಮಟ್ಟದ ಪೂರ್ಣ ಪ್ರಮಾಣದಲ್ಲಿ ಸಂಪೂರ್ಣಗೋಂಡಿದೆ ಆದರೆ ಸೂಮಾರು ಮನೆಗಳ ನಳಗಳಿಗೆ ನೀರು ಸಣ್ಣ ಪ್ರಮಾಣದಲ್ಲಿ ಬರುತ್ತಿದೆ ಎಂದು ಗ್ರಾಮಸ್ಥರು ಹೇಳುತ್ತಿದ್ದಾರೆ.ದಯವಿಟ್ಟು ಅಧಿಕಾರಿಗಳು ಸೂಲಹಳ್ಳಿ ಗ್ರಾಮಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ನಳದ ಸ್ಥಿತಿಗಳನ್ನು ಪರಿಸಿಲಿಸಿ ನಳದ ವಾಲ್(on/off) ಕೆಲಸ ಮಾಡುತ್ತಿರುವ ಸಮಸ್ಯೆ ಬಗೆಹರಿಸಲು ತಮ್ಮಲ್ಲಿ ಮನವಿ ಮಾಡಿಕೊಳ್ಳುತ್ತೇನೆ. ಧನ್ಯವಾದಗಳು,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,JJM Work not done Properly,Non Sakala,KALABURAGI,Chittapur,KAMRWADI / Kamarwadi,28/03/2025 12:47 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-KALABURAGI,iPGRS-Call Center ,https://drive.google.com/file/d/141Bf3YmWLyOfeC4AViOs8eicGdBSpdcY/view?usp=sharing,
232612,"CITIZEN SAYS THAT IN HIS VILLAGE JAL JEEVAN MISSION DRINKING WATER NOT PROVIDED PROPERLY FROM PAST 10 MONTHS, DUE TO THIS ISSUE CITIZENS ARE FACING ISSUE FOR WATER, DUE TO THIS ISSUE CITIZEN VISITED RESPECTIVE DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,BAGALKOTE,Bilgi,GALGALLI / Galagali,27/03/2025 12:21 PM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-BILAGI,iPGRS-Call Center ,https://drive.google.com/file/d/17DBopIMXkfIvXNbGPZX0uvjeOJWnslMv/view?usp=sharing,
232580,CITIZEN CALLED TO COMPLAIN ABOUT THE INCOMPLETE CONSTRUCTION OF JJM MACHINE FROM PAST 1YEARS IT IS NOT COMPLETED AND CITIZENS ARE FACING ISSUE FROM THIS THEY ALSO VISITED THE CONCERNED DEPARTMENT BUT DIDN'T GET ANY PROPER SOLUTION SO BASED ON CITIZEN REQUEST KINDLY TAKE THE PROPER ACTION AND PROVIDE THE NECESSARY ACTION,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,BAGALKOTE,Mudhol,LOKAPUR / Lokapur,27/03/2025 10:56 AM,Closed by Officer,,,L2,Executive Engineer-RDWS-Bagalakote,iPGRS-Call Center ,https://drive.google.com/file/d/1S8Mm7e6rWQsDBYfiA9WNh8OlWi_019ar/view?usp=sharing,
232360,"Citizen reports that in their locality Balale village  street light not working past 1 month. Dark streets can make individuals feel unsafe, especially in areas with low foot traffic. It can increase the chances of crimes such as theft, assault, or vandalism. please do the needful. 
",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Maintenance of Street Light,Issues in Maintenance of Street Light,Street Light is Not Working,,Non Sakala,UTTARA KANNADA,Ankola,SAGADGERI / Sagadgeri,26/03/2025 10:06 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - ANKOLA - SAGADAGERI,iPGRS-Call Center ,https://drive.google.com/file/d/1jOuj_gJ6384jRPfX315cumjLPqDIAujU/view?usp=sharing,
232225,"Citizen reports that road construction being going on their malali village , not doing properly they not using proper cement using less cement to construct the road and also road height too small, Improper road construction can lead to unsafe driving conditions, increased vehicle maintenance costs, and potential accidents. It also causes significant traffic disruptions and may result in higher long-term repair costs due to substandard work. Please do the needful. 


 ",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Road Cutting Permission,Issues related to Road Cutting Permission,Delay in Service Delivery,,Non Sakala,BAGALKOTE,Mudhol,MALALI / Malali,25/03/2025 01:44 PM,Closed by Officer,,,LMF,Panchayat Development Officer(PDO) - MUDHOL - MALALI,iPGRS-Call Center ,https://drive.google.com/file/d/1fWnGoVtvLgknvHuWdZ58aVBS5MRpUfxC/view?usp=sharing,
232159,"Citizen says that from  the past two years he has been experiencing drainage overflow problems in his neighbourhood. They have also complained to Gram Panchayat about these problems, but no solution has been offered, thus the citizen has requested that these problems be resolved.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage Cleaning is not happening regularly,Non Sakala,CHIKKAMAGALURU,Koppa,BINTHRAVALLI / Bintravalli,25/03/2025 09:40 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - KOPPA - BINTRAVALLI,iPGRS-Call Center ,https://drive.google.com/file/d/1Xxg7Qi5DIHjvPK71BEGYW9J3fRh48vuv/view?usp=sharing,
232089,CITIZEN SAYS THAT HE IS FACING ROAD ISSUES FROM PAST THREE MONTHS REGARDING THIS ISSUES CITIZEN ALSO VISITED CONSED DEPARTMENT BUT THERE IS NO PROPER RESPONSE HAS PER CITIZEN REQUEST KINDLY DO THE NEED FULL,Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,VIJAYANAGAR,Hadagalli,NAGATI BASAPURA / Komaranahalli,24/03/2025 04:19 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-VIJAYANAGARA,iPGRS-Call Center ,https://drive.google.com/file/d/12MKPnW6stoxbvF4bQoYfD_inU9i_nG8y/view?usp=sharing,
231903,"The resident claims that there hasn't been a proper drinking water facility in his village for the past week. As a result, residents are having problems getting water to drink. The resident visited the appropriate department, but they didn't respond appropriately. As a result, the resident asked that they please take the necessary action.",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,HASSAN,Hole Narsipur,NIDUVANI,23/03/2025 01:27 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-HASSAN,iPGRS-Call Center ,https://drive.google.com/file/d/1x4lNHqn9J0wuvzGoCPTNJNn0u7cYtTbs/view?usp=sharing,
231811,CITIZEN SAYS THAT THE CONSTRUCTION DONE WHILE FIXING THE JJM MACHINE IS LEFT INCOMPLETE AND NOT FINISHED PROPERLY DUE TO THIS THE CITIZENS ARE FACING PROBLEM FROM 4 MONTHS. CITIZEN ALSO VISITED THE CONCERNED DEPARTMENT BUT DIDN'T GET AN PROPER RESPONSE. SO BASED ON CITIZEN REQUEST KINDLY TAKE THE ACTION AND PROVIDE THE SOLUTION,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,JJM Work not done Properly,Non Sakala,BENGALURU RURAL,Nelamangala,AREBOMMANAHALLI / Arebommanahalli,22/03/2025 02:13 PM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-NELAMANGALA,iPGRS-Call Center ,https://drive.google.com/file/d/1rzVfFoiekXdUvCA6D2p5hRtH9Z9cu2sv/view?usp=sharing,
231803,"A CITIZEN REQUESTS A DRINKING WATER SUPPLY FOR THE HOUSES OF THE ASHRAYA YOJANE SITE NEAR THE GOVERNMENT SCHOOL, AS THERE HAS BEEN NO DRINKING WATER SUPPLY IN THE WATER TAP SINCE 2024 AND THE CITIZENS USED TO USE THE WATER FROM THE LEAKAGE WATER PIPE NEAR THE LAKE. Please take the necessary action.",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,MANDYA,Malavalli,LINGAPATNA / Kunthur,22/03/2025 01:31 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-MANDYA,iPGRS-Call Center ,https://drive.google.com/file/d/1ODVTsYwep1tv_uk92kxZYaHgPYTZ2BjU/view?usp=sharing,
231771,"The citizen claims that JJM has poor infrastructure and that there hasn't been a proper water supply in his neighbourhood for the past 1 year  . The citizen has visited the concerned department regarding this, but they haven't responded appropriately to his request.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,KOPPAL,Yelbarga,VAJRABANDI / Konasagar,22/03/2025 11:36 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-KOPPAL,iPGRS-Call Center ,https://drive.google.com/file/d/1ShSpx7kgE-LbLFOItJz0JE5aIxTse-HK/view?usp=sharing,
231751,"The citizen claims that drinking water in his village, there is no drinking water supply from past one week. As a result, the citizen has been experiencing problems with drinking water and has visited the relevant department, but they have not responded appropriately. The citizen requests that you please take the necessary action.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,KALABURAGI,KALAGI,RATKAL / Ratkal,22/03/2025 09:12 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-KALABURAGI,iPGRS-Call Center ,https://drive.google.com/file/d/1SR9HhKziuby-wgdHTKZjGXIoVeUfpBLT/view?usp=sharing,
231651,"People in the village of Malavali, Taluk Mandapura district, say that the village drainage has been blocked for a year. As a result, they are unable to travel on that road, and bad water is arising from the drain water. They have complained about this to the relevant department, but no necessary action has been taken. Do what is required, please.
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage line blocked,Non Sakala,MANDYA,Malavalli,H BASAVAPURA / Basavana Halli,21/03/2025 02:59 PM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - MALVALLI - H.BASAVAPURA,iPGRS-Call Center ,,
231633,"CITIZEN SAYS THAT IN HIS LOCALITY HARALAHALLI KALYADI POST KARGUNDA  FROM PAST 6 MONTH NEW STREET LIGHT CONNECTION IS NOT PROVIDED DUE TO THIS ISSUE CITIZEN ARE FACING MANY PROBLEM, REGARDING THIS ISSUE CITIZEN VISITED RESPECTIVE DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM,KINDLY DO NEEDFUL.",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Maintenance of Street Light,Issues in Maintenance of Street Light,New Street Light Required,,Non Sakala,HASSAN,Arsikere,KARAGUNDA / Haralahalli,21/03/2025 01:11 PM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - ARSIKERE - KARAGUNDA,iPGRS-Call Center ,https://drive.google.com/file/d/1lgGUYL6I4RJa9Y0MFyToEXCQxJ33MXkW/view?usp=sharing,
231615,CITIZEN SAYS THAT THE STREET LIGHT IN THEIR AREA ALWAYS COMES UNDER REPAIR MONTHLY MONTHLY AND THE REPAIR WORK IS ALSO NOT DONE ON TIMELY SO THIS IS CAUSING THEM MANY PROBLEMS UNABLE TO WALK AROUND THE STREET. CITIZEN ALSO VISITED THE CONCERNED DEPARTMENT BUT DIDN'T GET ANY PROPER RESPONSE. SO BASED ON CITIZEN REQUEST KINDLY PROVIDE THE SOLUTION AND TAKE THE NECESSARY ACTION,Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Maintenance of Street Light,Issues in Maintenance of Street Light,Street Light is Not Working,,Non Sakala,SHIVAMOGGA,Sagar,KALMANE / Aralikoppa,21/03/2025 11:15 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - SAGAR - KALMANE,iPGRS-Call Center ,https://drive.google.com/file/d/1QyananKbYVm_vJDNdb3QtF1-wMs0ThzZ/view?usp=sharing,
231602,"Citizen reports that in their locality water pipe leakage issue. Water from damaged pipes, especially if the pipes are old and corroded, can become contaminated. This increases the risk of exposure to harmful bacteria, pathogens, or lead, which could cause serious health problems and water will be waste. Pipe damage often leads to the interruption of water supply, making it difficult for households or businesses to carry out basic tasks like cooking, cleaning, and using the bathroom. This issue is happening past 6 month. Please do the needful. ",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,BIDAR,Homnabad,KANKATTA / Kankatta,21/03/2025 09:48 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-BIDAR,iPGRS-Call Center ,https://drive.google.com/file/d/1O-4FuK0tNXbOe1rzvVZ6wNHNxFWjDvLf/view?usp=sharing,
231509,CITIZEN SAYS THAT DRAINAGE SYSTEM IS NOT MAINTAINED PROPERLY AND FACING THE PROBLEM FROM 7MONTHS AND DUE TO THIS MANY ACCIDENTS ARE HAPPENED. CITIZEN ALSO VISITED THE CONCERNED DEPARTMENT BUT DIDN'T GET ANY PROPER RESPONSE SO PLEASE PROVIDE THE SOLUTION AND DO THE NEEDFUL,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,BENGALURU URBAN,Bengaluru East,,20/03/2025 05:23 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BENGALURU URBAN,iPGRS-Call Center ,https://drive.google.com/file/d/1XdBzMFIjc_Dg3efjczTI-KWY9bZrKFD_/view?usp=sharing,
231439,"CITIZEN CALLED TO COMPLAIN ABOUT , NO PIPELINE CONNECTION AND TAP CONNECTION IN JJM SCHEME ONLY FOR THEIR HOUSE SINCE THE WATER IS SUPPLIED TO ALL HOMES EXCEPT THEM IN THE VILLAGE AND FACING THIS PROBLEM FROM PAST 7-8 MONTHS, SO BASED ON CITIZEN REQUEST PLEASE TAKE THE ACTION AND PROVIDE THE SOLUTION",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Operation & Maintenance,Pipeline layed but no household tap provided,Non Sakala,TUMAKURU,Chiknayakanhalli,KUPPUR / Manchasandra,20/03/2025 03:17 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-TUMAKURU,iPGRS-Call Center ,https://drive.google.com/file/d/1807UUZf8PNHi1yNovneJC7fzRXZ2mI5Z/view?usp=sharing,
230972,CITIZEN SAYS THAT THERE IS NO PROPER DRINAGE SYSTEM FROM PAST 5 YEARS. THEY COMPLINED TO CONCERN DEPARTMENT BUT NO ANY RESPONSE. PLEASE DO THE NEEDFUL ,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,MANDYA,Mandya,CHANDAGALU (DUDDA) / Chandagal,18/03/2025 11:06 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-MANDYA,iPGRS-Call Center ,https://drive.google.com/file/d/1bSmLf46N9l1SGFobSLVmK1xdQPubTt__/view?usp=sharing,
230960,"A CITIZEN REPORTS THAT HE HAS BEEN HAVING DRAINAGE ISSUES FOR THE PAST YEAR. THE CITIZEN HAS ALSO VISITED THE CONSIDERED DEPARTMENT, BUT THERE WAS NO PROPER REOPENS, SO PLEASE DO WHAT IS NEEDED.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage Cleaning is not happening regularly,Non Sakala,DAVANGERE,Harihar,NANDIGAVI / Hosahalli,18/03/2025 10:05 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - HARIHARA - NANDIGAVI,iPGRS-Call Center ,,
230959,"CITIZEN SAYS THAT IN HIS VILLAGE JAL JEEVAN MISSION WORK IS COMPLETED BUT WATER NOT AVAILABLE IN TAPS AND THERE IS NO PROPER DRINKING WATER FACILITY FROM PAST 3 MONTHS, DUE TO THIS ISSUE CITIZEN ARE FACING PROBLEM, DUE TO THIS ISSUE CITIZEN VISITED RESPECTIVE DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,CHITRADURGA,Holalkere,MADDERU / AMATE,18/03/2025 10:03 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-CHITRADURGA,iPGRS-Call Center ,https://drive.google.com/file/d/1C3wRIHc12XpsTz99tKZ7sqA_eTeHr5jH/view?usp=sharing,
230853,"The citizen claims that drinking water in his village, Jal Jeevan Mission, has not been supplied appropriately for the past three months. As a result, the citizen has been experiencing problems with drinking water and has visited the relevant department, but they have not responded appropriately. The citizen requests that you please take the necessary action.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,MYSURU,Tirumakudal - Narsipur,KALIYURU / Kaliyuru,17/03/2025 01:36 PM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-TIRUMAKUDALA-NARSIPUR,iPGRS-Call Center ,,
230849,"CITIZEN SAYS THAT THEY ARE FACING ROAD MAINTENANCE ISSUE FROM PAST MANY YEARS BECAUSE OF THIS THEY ARE NOT ABLE TO USE THE ROAD FROM SMALL CHILDREN TO OLD PEOPLE , ONLY TO THEIR COLONY THE CONCRETE IS NOT DONE REGARDING THIS THEY ALSO VISITED THE CONCERNED DEPARTMENT BUT NONE RESPONDED SO BASED ON CITIZEN REQUEST PLEASE PROVIDE THE NECESSARY ACTION AND DO THE NEEDFUL ",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,KOPPAL,Yelbarga,KARMUDI / Bandihal,17/03/2025 01:19 PM,Resolved (Feedback Taken),,,LMF,Assitance Executive Engineer-PRED-YELBURGA,iPGRS-Call Center ,,
230814,CITIZEN SAYS IN HIS VILLAGE RO PLANT IS NOT WORKING FROM PAST 7 DAYS  REGARDING THIS  ISSUE HE VISITED TO CONCERN DEPARTMENT BUT DID NOT GET NY RESOLUTION AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL ,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,RO Plant Maintenance Problem,Operation & Maintenance,Water Purification Plant  non functional,Non Sakala,MYSURU,SARAGURU,ITNA / Itna,17/03/2025 10:41 AM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-SARAGURU,iPGRS-Call Center ,https://drive.google.com/file/d/1pXzmKinZOt8xoXceMO6xeGhFoWHfYXPr/view?usp=sharing,
230749,The citizen says  that he has been dealing with drainage problems for the past two months. regarding this issues citizen facing health issues according citizen request kindly do the needful,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,CHITRADURGA,Chitradurga,ALAGAVADI / Alagavadi,16/03/2025 03:15 PM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - CHITRADURGA - ALAGAVADI,iPGRS-Call Center ,https://drive.google.com/file/d/1TRIp7Jok_8oUiVJq-Sv_YN79igMJqWNv/view?usp=sharing,
230727,"CITIZEN SAYS THAT THEY ARE FACING PROBLEM WITH DRINKING WATER SUPPLY FROM JJM, THAT IS THE WATER WHICH IS SUPPLIED THROUGH THROUGH JJM IS IN VERY LESS VOLUMETRIC CONDITION FROM PAST 6 MONTHS . SO KINDLY TAKE THE ACTION AND PROVIDE THE SOLUTION",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Inadequate / Less Water Supply,Non Sakala,DHARWAD,Hubballi,RAYANAL / Gangiwal,16/03/2025 12:06 PM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-HUBBALLI,iPGRS-Call Center ,https://drive.google.com/file/d/1yx9qHc4o4SBk75d8sQHuPYvODtck1hVN/view?usp=sharing,
230718,CITIZEN SAYS THAT HE IS FACING DRAIN WATER IS MIXING AND ODOUR SMELL IN TAP WATER BECAUSE OF THIS THEY ARE FACING HEATH ISSUE REGARDING THIS HE VISITED TO CONCERN DEPARTMENT BUT DID NOT GET ANY RESOLUTION AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL .,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Pipeline & Leakage problems,Pipe damaged and water getting mixed with drain water,Non Sakala,RAICHUR,Devadurga,SHAVANTAGERA / Hanchinhal,16/03/2025 10:18 AM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-DEVADURGA,iPGRS-Call Center ,https://drive.google.com/file/d/1eOV_Aj0U1Cl8bcn30d0aW6rP_GKPDjSq/view?usp=sharing,
